season,week,teamOwner,teamName,teamWeekTotal,teamWeekRank,teamRecordPre,teamMatchupResult,teamRecordPost,teamOwnerOpponent,teamNameOpponent,teamWeekTotalOpponent,teamWeekRankOpponent,teamRecordPreOpponent,teamRecordPostOpponent
2016,5,Mike,Wall Or Nothin,135.82,1,1-3-0,Win,2-3-0,Colin,Im a scientist,108.36,6,3-1-0,3-2-0
2016,5,Matthew,Turf Muncher,117.13,3,2-2-0,Win,3-2-0,Sam,Bell Peppers,80.08,10,2-2-0,2-3-0
2016,5,Kameron,Drunken Monkeys,133.18,2,2-2-0,Win,3-2-0,Brian,DaHazzelhoffs,73.96,11,1-3-0,1-4-0
2016,5,dan,DR Philthy,71.9,12,2-2-0,Loss,2-3-0,Matt,Mongorians,98.14,7,1-3-0,2-3-0
2016,5,Aaron,I Cursed AJ Crane,86.66,8,2-2-0,Win,3-2-0,Mike,Mr Pig Skinner,85.9,9,3-1-0,3-2-0
2016,6,Colin,Im a scientist,113.09,4,3-2-0,Win,4-2-0,AJ,Allah Bout Dem Benjamins,71.2,12,4-1-0,4-2-0
2016,6,Rob,Buildin 'Merica,107.0,6,2-3-0,Win,3-3-0,Sam,Bell Peppers,86.24,8,2-3-0,2-4-0
2016,6,Mike,Wall Or Nothin,107.34,5,2-3-0,Win,3-3-0,Brian,DaHazzelhoffs,75.76,10,1-4-0,1-5-0
2016,6,Matthew,Turf Muncher,73.62,11,3-2-0,Loss,3-3-0,Matt,Mongorians,133.01,2,2-3-0,3-3-0
2016,6,Kameron,Drunken Monkeys,126.11,3,3-2-0,Win,4-2-0,Mike,Mr Pig Skinner,81.76,9,3-2-0,3-3-0
2016,6,dan,DR Philthy,90.91,7,2-3-0,Loss,2-4-0,Aaron,I Cursed AJ Crane,135.33,1,3-2-0,4-2-0
2016,6,AJ,Allah Bout Dem Benjamins,71.2,12,4-1-0,Loss,4-2-0,Colin,Im a scientist,113.09,4,3-2-0,4-2-0
2016,6,Sam,Bell Peppers,86.24,8,2-3-0,Loss,2-4-0,Rob,Buildin 'Merica,107.0,6,2-3-0,3-3-0
2016,6,Brian,DaHazzelhoffs,75.76,10,1-4-0,Loss,1-5-0,Mike,Wall Or Nothin,107.34,5,2-3-0,3-3-0
2016,6,Matt,Mongorians,133.01,2,2-3-0,Win,3-3-0,Matthew,Turf Muncher,73.62,11,3-2-0,3-3-0
2016,6,Mike,Mr Pig Skinner,81.76,9,3-2-0,Loss,3-3-0,Kameron,Drunken Monkeys,126.11,3,3-2-0,4-2-0
2016,6,Aaron,I Cursed AJ Crane,135.33,1,3-2-0,Win,4-2-0,dan,DR Philthy,90.91,7,2-3-0,2-4-0
2016,7,AJ,Allah Bout Dem Benjamins,91.2,7,4-2-0,Win,5-2-0,Sam,Bell Peppers,85.67,9,2-4-0,2-5-0
2016,7,Brian,DaHazzelhoffs,58.54,12,1-5-0,Loss,1-6-0,Colin,Im a scientist,101.94,6,4-2-0,5-2-0
2016,7,Matt,Mongorians,75.98,11,3-3-0,Loss,3-4-0,Rob,Buildin 'Merica,82.44,10,3-3-0,4-3-0
2016,7,Mike,Mr Pig Skinner,104.92,5,3-3-0,Loss,3-4-0,Mike,Wall Or Nothin,107.08,4,3-3-0,4-3-0
2016,7,Aaron,I Cursed AJ Crane,137.09,1,4-2-0,Win,5-2-0,Matthew,Turf Muncher,130.02,2,3-3-0,3-4-0
2016,7,dan,DR Philthy,89.88,8,2-4-0,Loss,2-5-0,Kameron,Drunken Monkeys,127.12,3,4-2-0,5-2-0
2016,7,Sam,Bell Peppers,85.67,9,2-4-0,Loss,2-5-0,AJ,Allah Bout Dem Benjamins,91.2,7,4-2-0,5-2-0
2016,7,Colin,Im a scientist,101.94,6,4-2-0,Win,5-2-0,Brian,DaHazzelhoffs,58.54,12,1-5-0,1-6-0
2016,7,Rob,Buildin 'Merica,82.44,10,3-3-0,Win,4-3-0,Matt,Mongorians,75.98,11,3-3-0,3-4-0
2016,7,Mike,Wall Or Nothin,107.08,4,3-3-0,Win,4-3-0,Mike,Mr Pig Skinner,104.92,5,3-3-0,3-4-0
2016,7,Matthew,Turf Muncher,130.02,2,3-3-0,Loss,3-4-0,Aaron,I Cursed AJ Crane,137.09,1,4-2-0,5-2-0
2016,7,Kameron,Drunken Monkeys,127.12,3,4-2-0,Win,5-2-0,dan,DR Philthy,89.88,8,2-4-0,2-5-0
2016,8,Brian,DaHazzelhoffs,84.64,10,1-6-0,Loss,1-7-0,AJ,Allah Bout Dem Benjamins,112.02,2,5-2-0,6-2-0
2016,8,Sam,Bell Peppers,102.15,7,2-5-0,Loss,2-6-0,Matt,Mongorians,115.63,1,3-4-0,4-4-0
2016,8,Colin,Im a scientist,95.65,8,5-2-0,Win,6-2-0,Mike,Mr Pig Skinner,84.12,11,3-4-0,3-5-0
2016,8,Rob,Buildin 'Merica,109.0,4,4-3-0,Win,5-3-0,Aaron,I Cursed AJ Crane,80.6,12,5-2-0,5-3-0
2016,8,Mike,Wall Or Nothin,103.2,6,4-3-0,Loss,4-4-0,dan,DR Philthy,111.63,3,2-5-0,3-5-0
2016,8,Matthew,Turf Muncher,106.02,5,3-4-0,Win,4-4-0,Kameron,Drunken Monkeys,94.53,9,5-2-0,5-3-0
2016,8,AJ,Allah Bout Dem Benjamins,112.02,2,5-2-0,Win,6-2-0,Brian,DaHazzelhoffs,84.64,10,1-6-0,1-7-0
2016,8,Matt,Mongorians,115.63,1,3-4-0,Win,4-4-0,Sam,Bell Peppers,102.15,7,2-5-0,2-6-0
2016,8,Mike,Mr Pig Skinner,84.12,11,3-4-0,Loss,3-5-0,Colin,Im a scientist,95.65,8,5-2-0,6-2-0
2016,8,Aaron,I Cursed AJ Crane,80.6,12,5-2-0,Loss,5-3-0,Rob,Buildin 'Merica,109.0,4,4-3-0,5-3-0
2016,8,dan,DR Philthy,111.63,3,2-5-0,Win,3-5-0,Mike,Wall Or Nothin,103.2,6,4-3-0,4-4-0
2016,8,Kameron,Drunken Monkeys,94.53,9,5-2-0,Loss,5-3-0,Matthew,Turf Muncher,106.02,5,3-4-0,4-4-0
2016,9,AJ,Allah Bout Dem Benjamins,81.7,10,6-2-0,Win,7-2-0,Matt,Mongorians,51.6,12,4-4-0,4-5-0
2016,9,Mike,Mr Pig Skinner,98.86,7,3-5-0,Loss,3-6-0,Brian,DaHazzelhoffs,112.38,5,1-7-0,2-7-0
2016,9,Aaron,I Cursed AJ Crane,119.64,3,5-3-0,Win,6-3-0,Sam,Bell Peppers,91.18,8,2-6-0,2-7-0
2016,9,dan,DR Philthy,112.6,4,3-5-0,Win,4-5-0,Colin,Im a scientist,87.03,9,6-2-0,6-3-0
2016,9,Kameron,Drunken Monkeys,121.17,2,5-3-0,Win,6-3-0,Rob,Buildin 'Merica,78.43,11,5-3-0,5-4-0
2016,9,Matthew,Turf Muncher,150.26,1,4-4-0,Win,5-4-0,Mike,Wall Or Nothin,107.25,6,4-4-0,4-5-0
2016,9,Matt,Mongorians,51.6,12,4-4-0,Loss,4-5-0,AJ,Allah Bout Dem Benjamins,81.7,10,6-2-0,7-2-0
2016,9,Brian,DaHazzelhoffs,112.38,5,1-7-0,Win,2-7-0,Mike,Mr Pig Skinner,98.86,7,3-5-0,3-6-0
2016,9,Sam,Bell Peppers,91.18,8,2-6-0,Loss,2-7-0,Aaron,I Cursed AJ Crane,119.64,3,5-3-0,6-3-0
2016,9,Colin,Im a scientist,87.03,9,6-2-0,Loss,6-3-0,dan,DR Philthy,112.6,4,3-5-0,4-5-0
2016,9,Rob,Buildin 'Merica,78.43,11,5-3-0,Loss,5-4-0,Kameron,Drunken Monkeys,121.17,2,5-3-0,6-3-0
2016,9,Mike,Wall Or Nothin,107.25,6,4-4-0,Loss,4-5-0,Matthew,Turf Muncher,150.26,1,4-4-0,5-4-0
2016,10,Mike,Mr Pig Skinner,102.82,6,3-6-0,Loss,3-7-0,AJ,Allah Bout Dem Benjamins,104.14,5,7-2-0,8-2-0
2016,10,Matt,Mongorians,102.64,7,4-5-0,Win,5-5-0,Aaron,I Cursed AJ Crane,101.28,9,6-3-0,6-4-0
2016,10,Brian,DaHazzelhoffs,96.44,11,2-7-0,Loss,2-8-0,dan,DR Philthy,101.3,8,4-5-0,5-5-0
2016,10,Sam,Bell Peppers,128.79,1,2-7-0,Win,3-7-0,Kameron,Drunken Monkeys,111.43,4,6-3-0,6-4-0
2016,10,Colin,Im a scientist,99.51,10,6-3-0,Loss,6-4-0,Matthew,Turf Muncher,122.48,2,5-4-0,6-4-0
2016,10,Rob,Buildin 'Merica,69.06,12,5-4-0,Loss,5-5-0,Mike,Wall Or Nothin,118.82,3,4-5-0,5-5-0
2016,10,AJ,Allah Bout Dem Benjamins,104.14,5,7-2-0,Win,8-2-0,Mike,Mr Pig Skinner,102.82,6,3-6-0,3-7-0
2016,10,Aaron,I Cursed AJ Crane,101.28,9,6-3-0,Loss,6-4-0,Matt,Mongorians,102.64,7,4-5-0,5-5-0
2016,10,dan,DR Philthy,101.3,8,4-5-0,Win,5-5-0,Brian,DaHazzelhoffs,96.44,11,2-7-0,2-8-0
2016,10,Kameron,Drunken Monkeys,111.43,4,6-3-0,Loss,6-4-0,Sam,Bell Peppers,128.79,1,2-7-0,3-7-0
2016,10,Matthew,Turf Muncher,122.48,2,5-4-0,Win,6-4-0,Colin,Im a scientist,99.51,10,6-3-0,6-4-0
2016,10,Mike,Wall Or Nothin,118.82,3,4-5-0,Win,5-5-0,Rob,Buildin 'Merica,69.06,12,5-4-0,5-5-0
2016,11,AJ,Allah Bout Dem Benjamins,85.0,11,8-2-0,Loss,8-3-0,Aaron,I Cursed AJ Crane,104.01,4,6-4-0,7-4-0
2016,11,dan,DR Philthy,89.11,10,5-5-0,Loss,5-6-0,Mike,Mr Pig Skinner,89.85,9,3-7-0,4-7-0
2016,11,Kameron,Drunken Monkeys,101.08,5,6-4-0,Win,7-4-0,Matt,Mongorians,90.3,8,5-5-0,5-6-0
2016,11,Matthew,Turf Muncher,68.1,12,6-4-0,Loss,6-5-0,Brian,DaHazzelhoffs,115.64,1,2-8-0,3-8-0
2016,11,Mike,Wall Or Nothin,106.87,2,5-5-0,Win,6-5-0,Sam,Bell Peppers,98.47,6,3-7-0,3-8-0
2016,11,Rob,Buildin 'Merica,105.02,3,5-5-0,Win,6-5-0,Colin,Im a scientist,91.14,7,6-4-0,6-5-0
2016,11,Aaron,I Cursed AJ Crane,104.01,4,6-4-0,Win,7-4-0,AJ,Allah Bout Dem Benjamins,85.0,11,8-2-0,8-3-0
2016,11,Mike,Mr Pig Skinner,89.85,9,3-7-0,Win,4-7-0,dan,DR Philthy,89.11,10,5-5-0,5-6-0
2016,11,Matt,Mongorians,90.3,8,5-5-0,Loss,5-6-0,Kameron,Drunken Monkeys,101.08,5,6-4-0,7-4-0
2016,11,Brian,DaHazzelhoffs,115.64,1,2-8-0,Win,3-8-0,Matthew,Turf Muncher,68.1,12,6-4-0,6-5-0
2016,11,Sam,Bell Peppers,98.47,6,3-7-0,Loss,3-8-0,Mike,Wall Or Nothin,106.87,2,5-5-0,6-5-0
2016,11,Colin,Im a scientist,91.14,7,6-4-0,Loss,6-5-0,Rob,Buildin 'Merica,105.02,3,5-5-0,6-5-0
2016,12,dan,DR Philthy,116.1,3,5-6-0,Loss,5-7-0,AJ,Allah Bout Dem Benjamins,121.0,1,8-3-0,9-3-0
2016,12,Aaron,I Cursed AJ Crane,72.61,12,7-4-0,Loss,7-5-0,Kameron,Drunken Monkeys,120.19,2,7-4-0,8-4-0
2016,12,Mike,Mr Pig Skinner,77.84,11,4-7-0,Loss,4-8-0,Matthew,Turf Muncher,94.76,8,6-5-0,7-5-0
2016,12,Matt,Mongorians,85.47,10,5-6-0,Loss,5-7-0,Mike,Wall Or Nothin,113.3,4,6-5-0,7-5-0
2016,12,Brian,DaHazzelhoffs,110.72,5,3-8-0,Win,4-8-0,Rob,Buildin 'Merica,96.18,7,6-5-0,6-6-0
2016,12,Sam,Bell Peppers,105.7,6,3-8-0,Win,4-8-0,Colin,Im a scientist,88.84,9,6-5-0,6-6-0
2016,12,AJ,Allah Bout Dem Benjamins,121.0,1,8-3-0,Win,9-3-0,dan,DR Philthy,116.1,3,5-6-0,5-7-0
2016,12,Kameron,Drunken Monkeys,120.19,2,7-4-0,Win,8-4-0,Aaron,I Cursed AJ Crane,72.61,12,7-4-0,7-5-0
2016,12,Matthew,Turf Muncher,94.76,8,6-5-0,Win,7-5-0,Mike,Mr Pig Skinner,77.84,11,4-7-0,4-8-0
2016,12,Mike,Wall Or Nothin,113.3,4,6-5-0,Win,7-5-0,Matt,Mongorians,85.47,10,5-6-0,5-7-0
2016,12,Rob,Buildin 'Merica,96.18,7,6-5-0,Loss,6-6-0,Brian,DaHazzelhoffs,110.72,5,3-8-0,4-8-0
2016,12,Colin,Im a scientist,88.84,9,6-5-0,Loss,6-6-0,Sam,Bell Peppers,105.7,6,3-8-0,4-8-0
2016,13,AJ,Allah Bout Dem Benjamins,111.5,3,9-3-0,Loss,9-4-0,Kameron,Drunken Monkeys,113.52,2,8-4-0,9-4-0
2016,13,Matthew,Turf Muncher,101.44,5,7-5-0,Win,8-5-0,dan,DR Philthy,70.34,11,5-7-0,5-8-0
2016,13,Mike,Wall Or Nothin,94.27,7,7-5-0,Loss,7-6-0,Aaron,I Cursed AJ Crane,99.5,6,7-5-0,8-5-0
2016,13,Rob,Buildin 'Merica,116.27,1,6-6-0,Win,7-6-0,Mike,Mr Pig Skinner,64.96,12,4-8-0,4-9-0
2016,13,Colin,Im a scientist,106.64,4,6-6-0,Win,7-6-0,Matt,Mongorians,86.36,8,5-7-0,5-8-0
2016,13,Sam,Bell Peppers,73.96,10,4-8-0,Loss,4-9-0,Brian,DaHazzelhoffs,79.86,9,4-8-0,5-8-0
2016,13,Kameron,Drunken Monkeys,113.52,2,8-4-0,Win,9-4-0,AJ,Allah Bout Dem Benjamins,111.5,3,9-3-0,9-4-0
2016,13,dan,DR Philthy,70.34,11,5-7-0,Loss,5-8-0,Matthew,Turf Muncher,101.44,5,7-5-0,8-5-0
2016,13,Aaron,I Cursed AJ Crane,99.5,6,7-5-0,Win,8-5-0,Mike,Wall Or Nothin,94.27,7,7-5-0,7-6-0
2016,13,Mike,Mr Pig Skinner,64.96,12,4-8-0,Loss,4-9-0,Rob,Buildin 'Merica,116.27,1,6-6-0,7-6-0
2016,13,Matt,Mongorians,86.36,8,5-7-0,Loss,5-8-0,Colin,Im a scientist,106.64,4,6-6-0,7-6-0
2016,13,Brian,DaHazzelhoffs,79.86,9,4-8-0,Win,5-8-0,Sam,Bell Peppers,73.96,10,4-8-0,4-9-0
2016,14,Matt,Mongorians,62.81,7,5-8-0,Loss,5-8-0,Sam,Bell Peppers,119.27,1,4-9-0,4-9-0
2016,14,Brian,DaHazzelhoffs,114.61,2,5-8-0,Win,5-8-0,Mike,Mr Pig Skinner,69.87,5,4-9-0,4-9-0
2016,14,Aaron,I Cursed AJ Crane,96.33,3,8-5-0,Win,8-5-0,Mike,Wall Or Nothin,67.25,6,7-6-0,7-6-0
2016,14,Matthew,Turf Muncher,58.96,8,8-5-0,Loss,8-5-0,Colin,Im a scientist,86.52,4,7-6-0,7-6-0
2016,14,Sam,Bell Peppers,119.27,1,4-9-0,Win,4-9-0,Matt,Mongorians,62.81,7,5-8-0,5-8-0
2016,14,Mike,Mr Pig Skinner,69.87,5,4-9-0,Loss,4-9-0,Brian,DaHazzelhoffs,114.61,2,5-8-0,5-8-0
2016,14,Mike,Wall Or Nothin,67.25,6,7-6-0,Loss,7-6-0,Aaron,I Cursed AJ Crane,96.33,3,8-5-0,8-5-0
2016,14,Colin,Im a scientist,86.52,4,7-6-0,Win,7-6-0,Matthew,Turf Muncher,58.96,8,8-5-0,8-5-0
2016,15,Rob,Buildin 'Merica,90.32,5,7-6-0,Loss,7-6-0,Sam,Bell Peppers,101.06,3,4-9-0,4-9-0
2016,15,Brian,DaHazzelhoffs,76.51,6,5-8-0,Win,5-8-0,dan,DR Philthy,60.07,8,5-8-0,5-8-0
2016,15,Kameron,Drunken Monkeys,92.5,4,9-4-0,Loss,9-4-0,Aaron,I Cursed AJ Crane,111.86,2,8-5-0,8-5-0
2016,15,Colin,Im a scientist,76.36,7,7-6-0,Loss,7-6-0,AJ,Allah Bout Dem Benjamins,130.52,1,9-4-0,9-4-0
2016,15,Sam,Bell Peppers,101.06,3,4-9-0,Win,4-9-0,Rob,Buildin 'Merica,90.32,5,7-6-0,7-6-0
2016,15,dan,DR Philthy,60.07,8,5-8-0,Loss,5-8-0,Brian,DaHazzelhoffs,76.51,6,5-8-0,5-8-0
2016,15,Aaron,I Cursed AJ Crane,111.86,2,8-5-0,Win,8-5-0,Kameron,Drunken Monkeys,92.5,4,9-4-0,9-4-0
2016,15,AJ,Allah Bout Dem Benjamins,130.52,1,9-4-0,Win,9-4-0,Colin,Im a scientist,76.36,7,7-6-0,7-6-0
2016,16,Sam,Bell Peppers,101.81,7,4-9-0,Loss,4-9-0,Brian,DaHazzelhoffs,103.38,6,5-8-0,5-8-0
2016,16,Rob,Buildin 'Merica,95.5,8,7-6-0,Win,7-6-0,dan,DR Philthy,80.83,10,5-8-0,5-8-0
2016,16,Matt,Mongorians,120.53,3,5-8-0,Win,5-8-0,Mike,Mr Pig Skinner,48.76,12,4-9-0,4-9-0
2016,16,Aaron,I Cursed AJ Crane,92.28,9,8-5-0,Loss,8-5-0,AJ,Allah Bout Dem Benjamins,107.38,5,9-4-0,9-4-0
2016,16,Kameron,Drunken Monkeys,134.12,2,9-4-0,Loss,9-4-0,Colin,Im a scientist,166.56,1,7-6-0,7-6-0
2016,16,Mike,Wall Or Nothin,73.56,11,7-6-0,Loss,7-6-0,Matthew,Turf Muncher,109.8,4,8-5-0,8-5-0
2016,16,Brian,DaHazzelhoffs,103.38,6,5-8-0,Win,5-8-0,Sam,Bell Peppers,101.81,7,4-9-0,4-9-0
2016,16,dan,DR Philthy,80.83,10,5-8-0,Loss,5-8-0,Rob,Buildin 'Merica,95.5,8,7-6-0,7-6-0
2016,16,Mike,Mr Pig Skinner,48.76,12,4-9-0,Loss,4-9-0,Matt,Mongorians,120.53,3,5-8-0,5-8-0
2016,16,AJ,Allah Bout Dem Benjamins,107.38,5,9-4-0,Win,9-4-0,Aaron,I Cursed AJ Crane,92.28,9,8-5-0,8-5-0
2016,16,Colin,Im a scientist,166.56,1,7-6-0,Win,7-6-0,Kameron,Drunken Monkeys,134.12,2,9-4-0,9-4-0
2016,16,Matthew,Turf Muncher,109.8,4,8-5-0,Win,8-5-0,Mike,Wall Or Nothin,73.56,11,7-6-0,7-6-0
2017,1,AJ,Sir Schlongdongler,90.92,5,0-0-0,Loss,0-1-0,dan,DR Philthy,97.4,3,0-0-0,1-0-0
2017,1,Kameron,Drunken Monkeys,138.94,1,0-0-0,Win,1-0-0,Alex,2Gurleys1Kupp,96.28,4,0-0-0,0-1-0
2017,1,Matthew,Turf Muncher,77.58,9,0-0-0,Win,1-0-0,Aaron,How do I even have 1 win,71.02,10,0-0-0,0-1-0
2017,1,Mike,Wall or Nothin,78.14,8,0-0-0,Loss,0-1-0,Mike,Mr Pig Skinner,90.41,6,0-0-0,1-0-0
2017,1,Rob,Buildin 'Merica,63.54,12,0-0-0,Loss,0-1-0,Brian,DaHazzelhoffs,80.04,7,0-0-0,1-0-0
2017,1,Colin,Im a scientist,67.36,11,0-0-0,Loss,0-1-0,Sam,He Wore the Brown Pants,111.34,2,0-0-0,1-0-0
2017,1,dan,DR Philthy,97.4,3,0-0-0,Win,1-0-0,AJ,Sir Schlongdongler,90.92,5,0-0-0,0-1-0
2017,1,Alex,2Gurleys1Kupp,96.28,4,0-0-0,Loss,0-1-0,Kameron,Drunken Monkeys,138.94,1,0-0-0,1-0-0
2017,1,Aaron,How do I even have 1 win,71.02,10,0-0-0,Loss,0-1-0,Matthew,Turf Muncher,77.58,9,0-0-0,1-0-0
2017,1,Mike,Mr Pig Skinner,90.41,6,0-0-0,Win,1-0-0,Mike,Wall or Nothin,78.14,8,0-0-0,0-1-0
2017,1,Brian,DaHazzelhoffs,80.04,7,0-0-0,Win,1-0-0,Rob,Buildin 'Merica,63.54,12,0-0-0,0-1-0
2017,1,Sam,He Wore the Brown Pants,111.34,2,0-0-0,Win,1-0-0,Colin,Im a scientist,67.36,11,0-0-0,0-1-0
2017,2,Kameron,Drunken Monkeys,98.22,4,1-0-0,Loss,1-1-0,AJ,Sir Schlongdongler,106.72,3,0-1-0,1-1-0
2017,2,dan,DR Philthy,88.86,7,1-0-0,Win,2-0-0,Matthew,Turf Muncher,73.5,11,1-0-0,1-1-0
2017,2,Alex,2Gurleys1Kupp,117.75,2,0-1-0,Win,1-1-0,Mike,Wall or Nothin,87.68,8,0-1-0,0-2-0
2017,2,Aaron,How do I even have 1 win,94.62,5,0-1-0,Loss,0-2-0,Rob,Buildin 'Merica,125.01,1,0-1-0,1-1-0
2017,2,Mike,Mr Pig Skinner,87.23,10,1-0-0,Win,2-0-0,Colin,Im a scientist,54.7,12,0-1-0,0-2-0
2017,2,Brian,DaHazzelhoffs,87.42,9,1-0-0,Loss,1-1-0,Sam,He Wore the Brown Pants,90.86,6,1-0-0,2-0-0
2017,2,AJ,Sir Schlongdongler,106.72,3,0-1-0,Win,1-1-0,Kameron,Drunken Monkeys,98.22,4,1-0-0,1-1-0
2017,2,Matthew,Turf Muncher,73.5,11,1-0-0,Loss,1-1-0,dan,DR Philthy,88.86,7,1-0-0,2-0-0
2017,2,Mike,Wall or Nothin,87.68,8,0-1-0,Loss,0-2-0,Alex,2Gurleys1Kupp,117.75,2,0-1-0,1-1-0
2017,2,Rob,Buildin 'Merica,125.01,1,0-1-0,Win,1-1-0,Aaron,How do I even have 1 win,94.62,5,0-1-0,0-2-0
2017,2,Colin,Im a scientist,54.7,12,0-1-0,Loss,0-2-0,Mike,Mr Pig Skinner,87.23,10,1-0-0,2-0-0
2017,2,Sam,He Wore the Brown Pants,90.86,6,1-0-0,Win,2-0-0,Brian,DaHazzelhoffs,87.42,9,1-0-0,1-1-0
2017,3,AJ,Sir Schlongdongler,90.72,6,1-1-0,Win,2-1-0,Matthew,Turf Muncher,72.12,12,1-1-0,1-2-0
2017,3,Mike,Wall or Nothin,84.96,9,0-2-0,Loss,0-3-0,Kameron,Drunken Monkeys,117.68,2,1-1-0,2-1-0
2017,3,Rob,Buildin 'Merica,95.6,5,1-1-0,Win,2-1-0,dan,DR Philthy,85.4,8,2-0-0,2-1-0
2017,3,Colin,Im a scientist,81.43,10,0-2-0,Loss,0-3-0,Alex,2Gurleys1Kupp,142.02,1,1-1-0,2-1-0
2017,3,Sam,He Wore the Brown Pants,99.02,4,2-0-0,Loss,2-1-0,Aaron,How do I even have 1 win,111.92,3,0-2-0,1-2-0
2017,3,Brian,DaHazzelhoffs,74.82,11,1-1-0,Loss,1-2-0,Mike,Mr Pig Skinner,90.17,7,2-0-0,3-0-0
2017,3,Matthew,Turf Muncher,72.12,12,1-1-0,Loss,1-2-0,AJ,Sir Schlongdongler,90.72,6,1-1-0,2-1-0
2017,3,Kameron,Drunken Monkeys,117.68,2,1-1-0,Win,2-1-0,Mike,Wall or Nothin,84.96,9,0-2-0,0-3-0
2017,3,dan,DR Philthy,85.4,8,2-0-0,Loss,2-1-0,Rob,Buildin 'Merica,95.6,5,1-1-0,2-1-0
2017,3,Alex,2Gurleys1Kupp,142.02,1,1-1-0,Win,2-1-0,Colin,Im a scientist,81.43,10,0-2-0,0-3-0
2017,3,Aaron,How do I even have 1 win,111.92,3,0-2-0,Win,1-2-0,Sam,He Wore the Brown Pants,99.02,4,2-0-0,2-1-0
2017,3,Mike,Mr Pig Skinner,90.17,7,2-0-0,Win,3-0-0,Brian,DaHazzelhoffs,74.82,11,1-1-0,1-2-0
2017,4,Mike,Wall or Nothin,63.28,12,0-3-0,Loss,0-4-0,AJ,Sir Schlongdongler,101.35,6,2-1-0,3-1-0
2017,4,Matthew,Turf Muncher,84.15,10,1-2-0,Loss,1-3-0,Rob,Buildin 'Merica,117.52,3,2-1-0,3-1-0
2017,4,Kameron,Drunken Monkeys,111.74,4,2-1-0,Win,3-1-0,Colin,Im a scientist,101.48,5,0-3-0,0-4-0
2017,4,dan,DR Philthy,133.94,1,2-1-0,Win,3-1-0,Sam,He Wore the Brown Pants,124.28,2,2-1-0,2-2-0
2017,4,Alex,2Gurleys1Kupp,85.18,9,2-1-0,Loss,2-2-0,Brian,DaHazzelhoffs,87.36,8,1-2-0,2-2-0
2017,4,Aaron,How do I even have 1 win,76.4,11,1-2-0,Loss,1-3-0,Mike,Mr Pig Skinner,91.44,7,3-0-0,4-0-0
2017,4,AJ,Sir Schlongdongler,101.35,6,2-1-0,Win,3-1-0,Mike,Wall or Nothin,63.28,12,0-3-0,0-4-0
2017,4,Rob,Buildin 'Merica,117.52,3,2-1-0,Win,3-1-0,Matthew,Turf Muncher,84.15,10,1-2-0,1-3-0
2017,4,Colin,Im a scientist,101.48,5,0-3-0,Loss,0-4-0,Kameron,Drunken Monkeys,111.74,4,2-1-0,3-1-0
2017,4,Sam,He Wore the Brown Pants,124.28,2,2-1-0,Loss,2-2-0,dan,DR Philthy,133.94,1,2-1-0,3-1-0
2017,4,Brian,DaHazzelhoffs,87.36,8,1-2-0,Win,2-2-0,Alex,2Gurleys1Kupp,85.18,9,2-1-0,2-2-0
2017,4,Mike,Mr Pig Skinner,91.44,7,3-0-0,Win,4-0-0,Aaron,How do I even have 1 win,76.4,11,1-2-0,1-3-0
2017,5,AJ,Sir Schlongdongler,91.84,8,3-1-0,Win,4-1-0,Rob,Buildin 'Merica,89.46,9,3-1-0,3-2-0
2017,5,Colin,Im a scientist,72.34,11,0-4-0,Loss,0-5-0,Mike,Wall or Nothin,115.86,2,0-4-0,1-4-0
2017,5,Sam,He Wore the Brown Pants,116.36,1,2-2-0,Win,3-2-0,Matthew,Turf Muncher,93.11,7,1-3-0,1-4-0
2017,5,Brian,DaHazzelhoffs,102.77,3,2-2-0,Win,3-2-0,Kameron,Drunken Monkeys,94.9,4,3-1-0,3-2-0
2017,5,Mike,Mr Pig Skinner,94.24,5,4-0-0,Win,5-0-0,dan,DR Philthy,93.38,6,3-1-0,3-2-0
2017,5,Aaron,How do I even have 1 win,70.25,12,1-3-0,Loss,1-4-0,Alex,2Gurleys1Kupp,83.55,10,2-2-0,3-2-0
2017,5,Rob,Buildin 'Merica,89.46,9,3-1-0,Loss,3-2-0,AJ,Sir Schlongdongler,91.84,8,3-1-0,4-1-0
2017,5,Mike,Wall or Nothin,115.86,2,0-4-0,Win,1-4-0,Colin,Im a scientist,72.34,11,0-4-0,0-5-0
2017,5,Matthew,Turf Muncher,93.11,7,1-3-0,Loss,1-4-0,Sam,He Wore the Brown Pants,116.36,1,2-2-0,3-2-0
2017,5,Kameron,Drunken Monkeys,94.9,4,3-1-0,Loss,3-2-0,Brian,DaHazzelhoffs,102.77,3,2-2-0,3-2-0
2017,5,dan,DR Philthy,93.38,6,3-1-0,Loss,3-2-0,Mike,Mr Pig Skinner,94.24,5,4-0-0,5-0-0
2017,5,Alex,2Gurleys1Kupp,83.55,10,2-2-0,Win,3-2-0,Aaron,How do I even have 1 win,70.25,12,1-3-0,1-4-0
2017,6,Colin,Im a scientist,88.58,7,0-5-0,Win,1-5-0,AJ,Sir Schlongdongler,86.59,8,4-1-0,4-2-0
2017,6,Rob,Buildin 'Merica,111.74,3,3-2-0,Loss,3-3-0,Sam,He Wore the Brown Pants,130.24,2,3-2-0,4-2-0
2017,6,Mike,Wall or Nothin,106.31,4,1-4-0,Win,2-4-0,Brian,DaHazzelhoffs,54.72,12,3-2-0,3-3-0
